[2026-03-17 12:02:26] Log cleared for new killchain scan.
[2026-03-17 12:02:28] [START] [START] Kill Chain Audit: example.com (Profile: Full Scan, Aggression: Attack)
[2026-03-17 12:02:28] [EVENT] EVENT: scan_status | PAYLOAD: {"message": "Starting scan...", "phase": "Initialization"}
[2026-03-17 12:02:28] [INFO] [+] Resolved example.com to IP: 104.18.26.120
[2026-03-17 12:02:28] [INFO] [SETUP] Starting background traffic capture...
[2026-03-17 12:02:31] [EVENT] EVENT: scan_status | PAYLOAD: {"message": "Running Recon Phase...", "phase": "recon_phase"}
[2026-03-17 12:02:31] [PHASE] [PHASE] RECONNAISSANCE - Surface Area Discovery
[2026-03-17 12:02:31] [STAGE] [STAGE] Scanning for subdomains and active hosts...
[2026-03-17 12:03:10] [INFO] [+] Found 10 potential subdomains.
[2026-03-17 12:03:10] [STAGE] [STAGE] Resolving subdomain IPs...
[2026-03-17 12:03:10] [INFO] [+] Resolved 10 host IPs.
[2026-03-17 12:03:10] [STAGE] [STAGE] Detecting target technology stack...
[2026-03-17 12:03:19] [INFO] [+] Detected technologies: Server
[2026-03-17 12:03:19] [EVENT] EVENT: scan_status | PAYLOAD: {"message": "Running Network Audit Phase...", "phase": "network_audit_phase"}
[2026-03-17 12:03:19] [PHASE] [PHASE] NETWORK AUDIT - Infrastructure Assessment
[2026-03-17 12:03:19] [INFO] [+] Resolved example.com to IP: 104.18.26.120
[2026-03-17 12:03:19] [STAGE] [STAGE] Running Nmap full scan on 104.18.26.120...
[2026-03-17 12:07:55] [INFO] [+] Nmap scan completed. Found 13 open ports.
[2026-03-17 12:07:55] [STAGE] [STAGE] Attempting brute-force on open services (Level: aggressive)...
[2026-03-17 12:07:59] [INFO] [+] No exploitable services found or brute-force failed.
[2026-03-17 12:07:59] [EVENT] EVENT: scan_status | PAYLOAD: {"message": "Running Waf Detect Phase...", "phase": "waf_detect_phase"}
[2026-03-17 12:07:59] [PHASE] [PHASE] WAF DETECTION
[2026-03-17 12:07:59] [STAGE] [STAGE] Checking for Web Application Firewall (WAF)...
[2026-03-17 12:07:59] [WARNING] [!] WAF Detected: Cloudflare. Scanning will be adjusted.
[2026-03-17 12:07:59] [EVENT] EVENT: scan_status | PAYLOAD: {"message": "Running Web Audit Phase...", "phase": "web_audit_phase"}
[2026-03-17 12:07:59] [PHASE] [PHASE] WEB AUDIT - Application Assessment
[2026-03-17 12:07:59] [STAGE] [STAGE] Crawling web application (Max Pages: 1000)...
[2026-03-17 12:07:59] [INFO] [+] Crawler found 0 URLs, 0 forms, and 0 API endpoints.
[2026-03-17 12:07:59] [STAGE] [STAGE] Performing directory fuzzing (Max Depth: 4)...
[2026-03-17 12:08:00] [INFO] [+] Directory fuzzer found 0 potential paths.
[2026-03-17 12:08:00] [STAGE] [STAGE] Running advanced web vulnerability checks...
[2026-03-17 12:08:00] [INFO] [+] Web vulnerability scanner found 2 findings.
[2026-03-17 12:08:00] [STAGE] [STAGE] Running custom parameter injection scanner...
[2026-03-17 12:08:00] [INFO] [+] Custom scanner found 0 findings.
[2026-03-17 12:08:00] [STAGE] [STAGE] Running logic-based vulnerability checks...
[2026-03-17 12:08:00] [INFO] [+] Logic scanner found 0 findings.
[2026-03-17 12:08:00] [EVENT] EVENT: scan_status | PAYLOAD: {"message": "Running Zap Scan Phase...", "phase": "zap_scan_phase"}
[2026-03-17 12:08:00] [PHASE] [PHASE] ZAP SCAN - Comprehensive DAST
[2026-03-17 12:08:00] [STAGE] [STAGE] Starting OWASP ZAP quick scan...
[2026-03-17 12:08:00] [ZAP] [*] ZAP: Initializing on port 62336...
[2026-03-17 12:08:00] [ZAP] [*] Waiting for ZAP initialization on port 62336 (timeout: 240s)...
[2026-03-17 12:08:00] [ZAP] [ZAP Daemon] C:\Program Files\ZAP\Zed Attack Proxy>if exist "C:\Users\Divy\ZAP\.ZAP_JVM.properties" (set /p jvmopts= 0<"C:\Users\Divy\ZAP\.ZAP_JVM.properties" )  else (set jvmopts=-Xmx512m )
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22763 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Options Extension - Options Extension
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22763 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Edit Menu Extension - Edit Menu Extension
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22763 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing API Extension - Provides a rest based API for controlling and accessing ZAP
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22775 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing History Extension - History Extension
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22777 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing ExtensionReveal - Show hidden fields and enable disabled fields
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22778 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Search Extension - Search messages for strings and regular expressions
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22779 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Breakpoint Extension - Allows you to intercept and modify requests and responses
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22783 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Passive Scan Extension - Passive scanner
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22783 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Alerts Extension - Allows you to view and manage alerts
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22785 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Active Scan Extension - Active scanner, heavily based on the original Paros active scanner, but with additional tests added
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22795 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing ExtensionSequence - ExtensionSequence
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22795 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Standard Menus Extension - A set of common popup menus for miscellaneous tasks
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22796 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing ExtensionBruteForce - Forced browsing of files and directories using code from the OWASP DirBuster tool
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22798 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Compare Extension - Compares 2 sessions and generates an HTML file showing the differences
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22798 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing ExtensionInvoke - Invoke external applications passing context related information such as URLs and parameters
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22799 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Anti-CSRF Extension - Handles anti cross site request forgery (CSRF) tokens
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22808 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Authentication Extension - Authentication Extension
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22819 [ZAP-daemon] INFO  org.zaproxy.zap.extension.authentication.ExtensionAuthentication - Loaded authentication method types: [Form-based Authentication, HTTP/NTLM Authentication, Manual Authentication, Script-based Authentication, JSON-based Authentication]
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22823 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Users Extension - Users Extension
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22824 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Parameters Extension - Summarise and analyse FORM and URL parameters as well as cookies
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22825 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Script Extension - Script integration
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22833 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing ExtensionScripts - Scripting console, supports all JSR 223 scripting languages
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22845 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Forced User Extension - Forced User Extension
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22846 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing HTTP Sessions Extension - Extension handling HTTP sessions
[2026-03-17 12:08:23] [ZAP] [ZAP Daemon] 22849 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing ExtensionZest - Zest is a specialized scripting language, originally, from Mozilla specifically designed to be used in security tools
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23426 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing ExtensionDiff - ExtensionDiff
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23426 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing HTTP Panel Post Table View Extension - HTTP Panel Post Table View Extension
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23427 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Encoder Addon - Adds support for scriptable encoders to ZAP.
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23428 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Session Management Extension - Session Management Extension
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23435 [ZAP-daemon] INFO  org.zaproxy.zap.extension.sessions.ExtensionSessionManagement - Loaded session management method types: [Cookie-based Session Management, HTTP Authentication Session Management, Script-based Session Management]
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23436 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing HTTP Panel Form Table View Extension - HTTP Panel Form Table View Extension
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23436 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing WebSockets Support - Capture messages from WebSockets with the ability to set breakpoints.
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23452 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing SOAP/WSDL Support - Allows you to import a WSDL file containing operations which ZAP will access, adding them to the Sites tree.
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23454 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Core UI Extension - Core UI related functionality.
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23454 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Authorization Extension - Authorization Extension
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23455 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Requester - Allows to manually edit and send messages.
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23459 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing AJAX Spider - AJAX Spider, uses Crawljax
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23464 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing WebDriver Provider - Provides WebDrivers to control several browsers using Selenium and includes HtmlUnit browser.
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23484 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Refresh Sites Tree Extension - Adds menu item to refresh the Sites tree
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23484 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Help Extension - ZAP User Guide
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23484 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Call Home - Handles all of the calls to ZAP services
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23486 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Network Extension - Provides core networking capabilities.
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23524 [ZAP-daemon] INFO  org.zaproxy.addon.network.ConnectionOptions - Unsafe SSL/TLS renegotiation disabled.
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23528 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Extension Configuration Extension - Allows you to configure which extensions are loaded when ZAP starts
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23528 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Combined HTTP Panels Extension - Combined HTTP Panels Extension
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23528 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing HTTP Panel Hex View Extension - HTTP Panel Hex View Extension
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23528 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing HTTP Panel Image View Extension - HTTP Panel Image View Extension
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23529 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing HTTP Panel Query Table View Extension - HTTP Panel Query Table View Extension
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23529 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing HTTP Panel Syntax Highlighter View Extension - HTTP Panel Syntax Highlighter View Extension
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23529 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Keyboard Configuration Extension - Adds support for configurable keyboard shortcuts for all of the ZAP menus.
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23529 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Scanner Rule Configuration Extension - Active and passive rule configuration
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23534 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Statistics Extension - Statistics
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23537 [ZAP-daemon] INFO  org.zaproxy.zap.extension.stats.ExtensionStats - Start recording in memory stats
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23538 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Custom Pages Extension - Custom Pages Definition
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23538 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing ExtensionAlertFilters - Context alert rules filter
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23544 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Alert Filters Automation - Alert Filters Automation Framework Integration
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23548 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Active Scan Rules - Release status active scan rules
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23549 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Authentication Helper - Authentication Helper
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23557 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Client Spider Browser Based Authentication Support - Enables browser based authentication when performing an authenticated Client Spider scan.
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23560 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Authentication Helper Reports - Authentication Helper Reports
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23562 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing AJAX Spider Browser Based Authentication Support - Enables browser based authentication when performing an authenticated AJAX Spider scan.
[2026-03-17 12:08:24] [ZAP] [ZAP Daemon] 23566 [ZAP-daemon] INFO  org.parosproxy.paros.extension.ExtensionLoader - Initializing Automation Framework - Provides functionality to simplify using ZAP in an automated manner
